gene,before_wash,plate,color,position,ratio,source
SPCC162.06c,0.4241071428571428,9,yellow,C3_,0.010387201483885944,protein-coding
SPCC1620.02,0.4464285714285714,9,yellow,C4_,0.009867841409691646,protein-coding
SPCC1620.03,0.4285714285714286,9,yellow,C5_,0.02055800293685759,protein-coding
SPCC1620.12c,0.4330357142857143,9,yellow,C6_,0.02034606476225081,protein-coding
SPCC1672.09,0.4464285714285714,9,yellow,C7_,0.009867841409691646,protein-coding
SPCC1682.07,0.4732142857142857,9,yellow,C8_,0.009309284348765703,protein-coding
SPCC16C4.03,0.3839285714285714,9,yellow,C9_,0.034422702591947525,protein-coding
SPCC16C4.09,0.4732142857142857,9,yellow,C10_,0.018618568697531406,protein-coding
empty,0.0,9,yellow,C11_,inf,protein-coding
SPCC1739.09c,0.5267857142857143,9,yellow,C12_,0.016725154931680752,protein-coding
SPCC1795.02c,0.5133928571428571,9,yellow,D1_,0.00858073166060143,protein-coding
SPCC1795.03,0.4375,9,yellow,D2_,0.0,protein-coding
SPCC1827.03c,0.3571428571428571,9,yellow,D3_,0.012334801762114557,protein-coding
SPCC1827.04,0.4464285714285714,9,yellow,D4_,0.009867841409691646,protein-coding
SPCC1840.07c,0.4553571428571428,9,yellow,D5_,0.01934870864645421,protein-coding
SPCC1840.10,0.4821428571428571,9,yellow,D6_,0.00913689019415893,protein-coding
SPCC1840.12,0.4598214285714286,9,yellow,D7_,0.009580428553098683,protein-coding
SPCC18B5.10c,0.004464285714285726,9,yellow,D8_,1.9735682819383236,protein-coding
SPCC1902.02,0.4017857142857143,9,yellow,D9_,0.043857072931962796,protein-coding
SPCC191.01,0.3839285714285714,9,yellow,D10_,0.0917938735785268,protein-coding
SPCC191.03c,0.4419642857142857,9,yellow,D11_,0.019935033150892213,protein-coding
SPCC24B10.22,0.5535714285714286,9,yellow,D12_,0.015915873241438134,protein-coding
SPCC285.11,0.5133928571428571,9,yellow,E1_,0.01716146332120286,protein-coding
SPCC285.14,0.4241071428571428,9,yellow,E2_,0.010387201483885944,protein-coding
SPCC2H8.02,0.4241071428571428,9,yellow,E3_,0.020774402967771888,protein-coding
SPCC306.11,0.4642857142857143,9,yellow,E4_,0.018976618095560855,protein-coding
SPCC320.05,0.0,9,yellow,E5_,inf,protein-coding
SPCC320.07c,0.004464285714285726,9,yellow,E6_,1.9735682819383236,protein-coding
SPCC330.19c,0.4776785714285714,9,yellow,E7_,0.018444563382601205,protein-coding
SPCC417.07c,0.40625,9,yellow,E8_,0.07590647238224328,protein-coding
SPCC417.11c,0.46875,9,yellow,E9_,0.018795888399412656,protein-coding
SPCC4B3.13,0.4642857142857143,9,yellow,E10_,0.018976618095560855,protein-coding
SPCC4B3.14,0.4732142857142857,9,yellow,E11_,0.03723713739506275,protein-coding
SPCC4B3.17,0.21428571428571427,9,yellow,E12_,0.06167400881057265,protein-coding
SPCC4E9.02,0.5178571428571428,9,yellow,F1_,0.01701351967188215,protein-coding
SPCC4G3.03,0.4464285714285714,9,yellow,F2_,0.01973568281938329,protein-coding
SPCC4G3.12c,0.46875,9,yellow,F3_,0.018795888399412656,protein-coding
SPCC548.06c,0.008928571428571452,9,yellow,F4_,1.4801762114537396,protein-coding
SPCC550.10,0.4732142857142857,9,yellow,F5_,0.02792785304629705,protein-coding
SPCC553.07c,0.46875,9,yellow,F6_,0.018795888399412656,protein-coding
SPCC569.01c,0.4330357142857143,9,yellow,F7_,0.030519097143376153,protein-coding
SPCC569.02c,0.4508928571428571,9,yellow,F8_,0.029310420028787004,protein-coding
SPCC576.12c,0.3125,9,yellow,F9_,0.05638766519823788,protein-coding
SPCC594.07c,0.4017857142857143,9,yellow,F10_,0.05482134116495351,protein-coding
SPCC613.01,0.46875,9,yellow,F11_,0.04698972099853158,protein-coding
SPCC622.11,0.5491071428571428,9,yellow,F12_,0.024067905877296646,protein-coding
SPCC622.12c,0.5446428571428571,9,yellow,G1_,0.02426518379432367,protein-coding
SPCC622.18,0.4419642857142857,9,yellow,G2_,0.029902549726338254,protein-coding
SPCC63.03,0.4464285714285714,9,yellow,G3_,0.03947136563876652,protein-coding
SPCC645.14c,0.4598214285714286,9,yellow,G4_,0.02874128565929599,protein-coding
SPCC757.02c,0.4776785714285714,9,yellow,G5_,0.036889126765202354,protein-coding
SPCC757.13,0.4910714285714286,9,yellow,G6_,0.03588305967160592,protein-coding
SPCC777.07,0.4732142857142857,9,yellow,G7_,0.03723713739506275,protein-coding
SPCC790.02,0.20535714285714288,9,yellow,G8_,0.08580731660601415,protein-coding
SPCC794.06,0.5,9,yellow,G9_,0.035242290748898675,protein-coding
SPCC895.08c,0.4910714285714286,9,yellow,G10_,0.03588305967160592,protein-coding
SPCC962.01,0.4464285714285714,9,yellow,G11_,0.05920704845814981,protein-coding
SPCC965.04c,0.5178571428571428,9,yellow,G12_,0.03402703934376424,protein-coding
SPCP1E11.09c,0.5625,9,yellow,H1_,0.04698972099853159,protein-coding
SPCPJ732.01,0.5401785714285714,9,yellow,H2_,0.03262096333782357,protein-coding
SPAC1039.07c,0.5401785714285714,9,yellow,H3_,0.03262096333782357,protein-coding
SPAC1071.06,0.5446428571428571,9,yellow,H4_,0.040441972990539476,protein-coding
SPAC1093.01,0.5267857142857143,9,yellow,H5_,0.04181288732920183,protein-coding
SPAC1296.06,0.5267857142857143,9,yellow,H6_,0.06690061972672291,protein-coding
SPAC12B10.06c,0.5044642857142857,9,yellow,H7_,0.043663015087131114,protein-coding
SPAC12G12.11c,0.5535714285714286,9,yellow,H8_,0.03183174648287622,protein-coding
SPAC13C5.01c,0.5357142857142857,9,yellow,H9_,0.08223201174743026,protein-coding
SPAC14C4.03,0.53125,9,yellow,H10_,0.0414615185281161,protein-coding
SPAC1F12.06c,0.5491071428571428,9,yellow,H11_,0.04011317646216111,protein-coding
SPAC1F7.07c,0.5714285714285714,9,yellow,H12_,0.046255506607929535,protein-coding
SPAC1F8.04c,0.6008968609865472,9,green,A1_,0.051093218119926676,protein-coding
SPAC20G4.05c,0.5605381165919283,9,green,A2_,0.03129824561403508,protein-coding
SPAC25B8.06c,0.43946188340807174,9,green,A3_,0.05988184747583244,protein-coding
SPAC1805.11c,0.5739910313901345,9,green,A4_,0.022923519736842105,protein-coding
SPAC27E2.07,0.2914798206278027,9,green,A5_,0.07523616734143049,protein-coding
SPAC27F1.03c,0.5381165919282511,9,green,A6_,0.03260233918128655,protein-coding
SPAC29B12.03,0.5426008968609866,9,green,A7_,0.02424967377120487,protein-coding
SPAC29B12.04,0.5381165919282511,9,green,A8_,0.03260233918128655,protein-coding
SPAC2E1P3.02c,0.5336322869955157,9,green,A9_,0.02465723131357806,protein-coding
SPAC2F3.01,0.5112107623318386,9,green,A10_,0.017159125884887657,protein-coding
SPAC30C2.05,0.4798206278026906,9,green,A11_,0.027422528283325132,protein-coding
SPAC30D11.07,0.6008968609865472,9,green,A12_,0.007299031159989525,protein-coding
SPAC30D11.12,0.5291479820627804,9,green,B1_,0.04144365150163543,protein-coding
SPAC31A2.02,0.4618834080717488,9,green,B2_,0.028487480838017377,protein-coding
SPAC328.07c,0.46636771300448426,9,green,B3_,0.018809041835357625,protein-coding
SPAC3A11.08,0.0,9,green,B4_,inf,protein-coding
SPAC3H5.09c,0.47533632286995514,9,green,B5_,0.018454154253558425,protein-coding
SPAC4A8.14,0.35874439461883406,9,green,B6_,0.024451754385964912,protein-coding
SPAC4F10.13c,0.34977578475336324,9,green,B7_,0.025078722447143497,protein-coding
SPAC4F10.15c,0.25112107623318386,9,green,B8_,0.034931077694235584,protein-coding
SPAC56F8.12,0.41255605381165916,9,green,B9_,0.02126239511823036,protein-coding
SPAC589.08c,0.36771300448430494,9,green,B10_,0.023855370132648695,protein-coding
SPAC589.12,0.37668161434977576,9,green,B11_,0.011643692564745196,protein-coding
SPAC5H10.06c,0.57847533632287,9,green,B12_,0.0,protein-coding
SPAC5H10.08c,0.4977578475336322,9,green,C1_,0.06168010115378537,protein-coding
SPAC607.02c,0.16143497757847536,9,green,C2_,0.21734892787524362,protein-coding
SPAC688.13,0.3542600896860986,9,green,C3_,0.024761270264268265,protein-coding
SPAC6F6.03c,0.3991031390134529,9,green,C4_,0.021979105066035877,protein-coding
SPAC7D4.04,0.3991031390134529,9,green,C5_,0.021979105066035877,protein-coding
SPAC824.03c,0.40358744394618834,9,green,C6_,0.021734892787524364,protein-coding
SPAC977.10,0.26905829596412556,9,green,C7_,0.016301169590643275,protein-coding
SPAP14E8.05c,0.26905829596412556,9,green,C8_,0.03260233918128655,protein-coding
SPAP8A3.03,0.3094170403587444,9,green,C9_,0.028349860157640475,protein-coding
SPAP8A3.05,0.3542600896860986,9,green,C10_,0.024761270264268265,protein-coding
SPAPB1A11.01,0.43946188340807174,9,green,C11_,0.02994092373791622,protein-coding
empty,0.0,9,green,C12_,inf,protein-coding
SPAPJ760.03c,0.547085201793722,9,green,D1_,0.04008484325568018,protein-coding
SPBC1198.11c,0.11210762331838565,9,green,D2_,0.15649122807017543,protein-coding
SPBC11G11.02c,0.43946188340807174,9,green,D3_,0.01996061582527748,protein-coding
SPBC11G11.05,0.22869955156950672,9,green,D4_,0.07671138630890953,protein-coding
SPBC13A2.04c,0.3991031390134529,9,green,D5_,0.021979105066035877,protein-coding
SPBC1539.03c,0.14798206278026904,9,green,D6_,0.059276980329611914,protein-coding
SPBC15C4.01c,0.4260089686098655,9,green,D7_,0.010295475530932593,protein-coding
SPBC1652.01,0.4798206278026906,9,green,D8_,0.018281685522216755,protein-coding
SPBC16E9.03c,0.34080717488789236,9,green,D9_,0.025738688827331487,protein-coding
SPBC16G5.03,0.38565022421524664,9,green,D10_,0.022745818033455732,protein-coding
SPBC16G5.15c,0.2959641255605381,9,green,D11_,0.22228867623604473,protein-coding
SPBC1703.03c,0.5919282511210763,9,green,D12_,0.0074096225412014875,protein-coding
SPBC1709.12,0.5426008968609866,9,green,E1_,0.04849934754240974,protein-coding
SPBC1709.19c,0.4573991031390134,9,green,E2_,0.038355693154454765,protein-coding
SPBC1773.15,0.4708520179372197,9,green,E3_,0.02794486215538847,protein-coding
SPBC1778.07,0.4080717488789238,9,green,E4_,0.03224407171775592,protein-coding
SPBC17G9.09,0.4798206278026906,9,green,E5_,0.018281685522216755,protein-coding
SPBC1921.07c,0.3139013452914798,9,green,E6_,0.04191729323308271,protein-coding
SPBC19C7.11,0.484304932735426,9,green,E7_,0.018112410656270304,protein-coding
SPBC19G7.17,0.09865470852017937,9,green,E8_,0.08891547049441786,protein-coding
SPBC216.06c,0.4708520179372197,9,green,E9_,0.018629908103592316,protein-coding
SPBC21D10.10,0.3991031390134529,9,green,E10_,0.021979105066035877,protein-coding
SPBC26H8.08c,0.004484304932735425,9,green,E11_,1.9561403508771933,protein-coding
SPBC27B12.07,0.5201793721973095,9,green,E12_,0.025294918330308527,protein-coding
SPBC29A10.02,0.4484304932735426,9,green,F1_,0.14671052631578949,protein-coding
SPBC29A10.08,0.3721973094170403,9,green,F2_,0.047135912069329954,protein-coding
SPBC32H8.07,0.3004484304932735,9,green,F3_,0.029196124639958104,protein-coding
SPBC336.06c,0.4260089686098655,9,green,F4_,0.03088642659279778,protein-coding
SPBC3H7.15,0.1210762331838565,9,green,F5_,0.07244964262508122,protein-coding
SPBC428.02c,0.19282511210762332,9,green,F6_,0.045491636066911464,protein-coding
SPBC4B4.02c,0.46636771300448426,9,green,F7_,0.018809041835357625,protein-coding
SPBC530.01,0.21524663677130046,9,green,F8_,0.061129385964912276,protein-coding
SPBC577.08c,0.41255605381165916,9,green,F9_,0.02126239511823036,protein-coding
SPBC713.02c,0.4484304932735426,9,green,F10_,0.01956140350877193,protein-coding
SPCC1020.03,0.43049327354260086,9,green,F11_,0.020376461988304093,protein-coding
SPCC1223.09,0.5650224215246638,9,green,F12_,0.023287385129490388,protein-coding
SPCC1259.05c,0.5336322869955157,9,green,G1_,0.07397169394073419,protein-coding
SPCC1442.15c,0.26905829596412556,9,green,G2_,0.08150584795321637,protein-coding
SPCC16C4.17,0.37668161434977576,9,green,G3_,0.04657477025898078,protein-coding
SPCC1739.04c,0.4349775784753363,9,green,G4_,0.04033279073973594,protein-coding
SPCC1919.01,0.4573991031390134,9,green,G5_,0.028766769865841077,protein-coding
SPCC1919.05,0.3542600896860986,9,green,G6_,0.04952254052853653,protein-coding
SPCC24B10.04,0.1210762331838565,9,green,G7_,0.10867446393762183,protein-coding
SPCC24B10.19c,0.45291479820627806,9,green,G8_,0.03873545249261768,protein-coding
SPCC338.04,0.4618834080717488,9,green,G9_,0.028487480838017377,protein-coding
SPCC338.05c,0.25560538116591924,9,green,G10_,0.05147737765466298,protein-coding
SPCC338.12,0.3318385650224215,9,green,G11_,0.039651493598862025,protein-coding
SPCC364.05,0.5560538116591929,9,green,G12_,0.023662988115449913,protein-coding
SPCC4B3.02c,0.609865470852018,9,green,H1_,0.0647252321981424,protein-coding
SPCC4B3.05c,0.5964125560538117,9,green,H2_,0.04412346656113968,protein-coding
SPCC4B3.06c,0.5560538116591929,9,green,H3_,0.039438313525749856,protein-coding
SPCC4B3.10c,0.4708520179372197,9,green,H4_,0.11177944862155388,protein-coding
SPCC4B3.11c,0.5650224215246638,9,green,H5_,0.038812308549150645,protein-coding
SPCC4G3.05c,0.5650224215246638,9,green,H6_,0.038812308549150645,protein-coding
SPCC4G3.13c,0.5515695067264574,9,green,H7_,0.039758950221081155,protein-coding
SPCC569.08c,0.5426008968609866,9,green,H8_,0.04041612295200812,protein-coding
SPCC576.04,0.5067264573991032,9,green,H9_,0.051932929669306,protein-coding
SPCC777.04,0.5605381165919283,9,green,H10_,0.03129824561403508,protein-coding
SPCC970.06,0.5381165919282511,9,green,H11_,0.04075292397660819,protein-coding
SPCP20C8.01c,0.6233183856502242,9,green,H12_,0.021109428246876182,protein-coding
empty,0.026431718061674006,10,red,A1_,1.0133928571428574,protein-coding
SPCC290.04,0.026431718061674006,10,red,A2_,0.8444940476190483,protein-coding
SPBC119.07,0.02202643171806168,10,red,A3_,1.0133928571428577,protein-coding
SPAC16E8.09,0.017621145374449337,10,red,A4_,1.0133928571428577,protein-coding
SPAC1705.03c,0.017621145374449337,10,red,A5_,1.0133928571428577,protein-coding
SPAC56F8.08,0.6123348017621145,10,red,A6_,0.04374357656731758,protein-coding
SPBC16C6.14,0.5859030837004405,10,red,A7_,0.05333646616541356,protein-coding
SPCC663.18,0.5770925110132159,10,red,A8_,0.04641494002181025,protein-coding
SPAC12G12.17,0.5814977973568282,10,red,A9_,0.05374053030303033,protein-coding
SPAC1002.15c,0.5506607929515418,10,red,A10_,0.048642857142857154,protein-coding
SPCC1183.12,0.6343612334801763,10,red,A11_,0.03518725198412701,protein-coding
SPBC32C12.02,0.008810572687224669,10,red,A12_,1.0133928571428583,protein-coding
SPBC12C2.13c,0.6255506607929515,10,red,B1_,0.06422912474849096,protein-coding
SPAPB1E7.14,0.6211453744493391,10,red,B2_,0.057497467071935156,protein-coding
SPAC4D7.08c,0.048458149779735685,10,red,B3_,0.46063311688311726,protein-coding
SPCC1442.08c,0.5550660792951542,10,red,B5_,0.056299603174603204,protein-coding
SPAC30D11.04c,0.5374449339207048,10,red,B6_,0.0415324941451991,protein-coding
SPCC736.15,0.008810572687224669,10,red,B7_,1.5200892857142867,protein-coding
SPAC6F12.10c,0.2378854625550661,10,red,B8_,0.22519841269841276,protein-coding
SPBC19C7.03,0.5066079295154184,10,red,B9_,0.061684782608695685,protein-coding
SPCC970.06,0.5198237885462555,10,red,B10_,0.09446882566585957,protein-coding
SPAC19G12.11,0.004405286343612341,10,red,B11_,2.0267857142857135,protein-coding
SPCC18.11c,0.017621145374449337,10,red,B12_,0.5066964285714292,protein-coding
SPAC10F6.01c,0.2951541850220264,10,red,C1_,0.36300639658848616,protein-coding
SPAC7D4.07c,0.5198237885462555,10,red,C2_,0.0687046004842615,protein-coding
SPCC1906.03,0.5550660792951542,10,red,C3_,0.056299603174603204,protein-coding
SPCC736.05,0.5859030837004405,10,red,C4_,0.04571697099892589,protein-coding
SPBC16D10.06,0.008810572687224669,10,red,C5_,1.5200892857142867,protein-coding
SPAC1039.11c,0.5462555066079295,10,red,C7_,0.04903513824884793,protein-coding
SPAC1B3.20,0.004405286343612341,10,red,C8_,2.0267857142857135,protein-coding
SPAC1F12.07,0.5374449339207048,10,red,C9_,0.05814549180327872,protein-coding
SPAC3H1.02c,0.5330396475770925,10,red,C10_,0.0502508854781582,protein-coding
SPAC5H10.03,0.0,10,red,C11_,inf,protein-coding
SPCC417.10,0.6211453744493391,10,red,C12_,0.043123100303951376,protein-coding
SPCC794.04c,0.5903083700440529,10,red,D1_,0.06806369936034116,protein-coding
SPCC4B3.16,0.4845814977973568,10,red,D2_,0.0737012987012987,protein-coding
SPAC977.01,0.4845814977973568,10,red,D3_,0.0737012987012987,protein-coding
SPAC977.07c,0.5066079295154184,10,red,D4_,0.061684782608695685,protein-coding
SPBC1E8.05,0.008810572687224669,10,red,D5_,1.5200892857142867,protein-coding
SPAC15A10.17,0.24669603524229072,10,red,D6_,0.21715561224489804,protein-coding
SPAC1486.11,0.5814977973568282,10,red,D7_,0.046063311688311695,protein-coding
SPAC19G12.17,0.004405286343612341,10,red,D8_,1.0133928571428583,protein-coding
SPAC4D7.14,0.004405286343612341,10,red,D9_,1.0133928571428583,protein-coding
SPAC19A8.16,0.46696035242290745,10,red,D10_,0.04780154986522915,protein-coding
SPAC3F10.19,0.5770925110132159,10,red,D12_,0.038679116684841905,protein-coding
SPBC1105.19,0.5903083700440529,10,red,E1_,0.06806369936034116,protein-coding
SPBC56F2.15,0.5154185022026432,10,red,E3_,0.07795329670329672,protein-coding
SPBC21B10.14,0.4581497797356828,10,red,E4_,0.0779532967032967,protein-coding
SPAC1071.13,0.5198237885462555,10,red,E5_,0.0687046004842615,protein-coding
SPAC1093.07,0.5638766519823788,10,red,E6_,0.05541992187500003,protein-coding
SPAC110.05,0.5770925110132159,10,red,E8_,0.038679116684841905,protein-coding
SPAC11D3.19,0.5022026431718062,10,red,E9_,0.026668233082706782,protein-coding
SPAC1399.06,0.44052863436123346,10,red,E10_,0.030401785714285732,protein-coding
SPAC25B8.20,0.49339207048458145,10,red,E11_,0.03619260204081634,protein-coding
SPAC343.21,0.5991189427312775,10,red,E12_,0.02980567226890757,protein-coding
SPAC4H3.16,0.5682819383259912,10,red,F1_,0.07070182724252494,protein-coding
SPAC9G1.14,0.5418502202643172,10,red,F2_,0.07415069686411152,protein-coding
SPACUNK4.20,0.5418502202643172,10,red,F4_,0.06591173054587689,protein-coding
SPAPJ695.02,0.44493392070484583,10,red,F5_,0.08026874115983026,protein-coding
SPBC1685.17,0.5110132158590308,10,red,F6_,0.06115301724137934,protein-coding
SPBC16E9.20,0.008810572687224669,10,red,F7_,1.0133928571428583,protein-coding
SPBC19G7.19,0.008810572687224669,10,red,F8_,1.5200892857142867,protein-coding
SPBC21B10.15,0.2511013215859031,10,red,F9_,0.0711152882205514,protein-coding
SPBC30B4.09,0.49339207048458145,10,red,F10_,0.018096301020408184,protein-coding
SPBC336.16,0.5462555066079295,10,red,F11_,0.016345046082949326,protein-coding
SPBC36.13,0.5726872246696035,10,red,G1_,0.07795329670329669,protein-coding
SPBC651.07,0.5462555066079295,10,red,G2_,0.08172523041474652,protein-coding
SPBC713.13,0.5638766519823788,10,red,G3_,0.07125418526785716,protein-coding
SPBP23A10.17,0.017621145374449337,10,red,G4_,1.2667410714285725,protein-coding
SPBP35G2.17,0.5726872246696035,10,red,G5_,0.054567307692307714,protein-coding
SPBP8B7.32,0.4713656387665198,10,red,G6_,0.03788384512683579,protein-coding
SPBPB21E7.10,0.4977973568281938,10,red,G7_,0.035872313527180795,protein-coding
SPBPB21E7.11,0.5022026431718062,10,red,G8_,0.026668233082706782,protein-coding
SPCC1235.17,0.5286343612334802,10,red,G9_,0.025334821428571443,protein-coding
SPCC1259.16,0.40528634361233484,10,red,G11_,0.05507569875776401,protein-coding
SPCC188.14,0.6255506607929515,10,red,G12_,0.028546277665995986,protein-coding
SPCPB16A4.07,0.6431718061674009,10,red,H1_,0.08329256360078281,protein-coding
SPAC1F7.14c,0.026431718061674006,10,red,H2_,1.1822916666666674,protein-coding
SPAC222.17,0.6167400881057269,10,red,H3_,0.07238520408163264,protein-coding
SPAC222.18,0.6255506607929515,10,red,H4_,0.07136569416498993,protein-coding
SPAC22F3.15,0.6035242290748899,10,red,H6_,0.05917622523461939,protein-coding
SPAC25H1.10c,0.5859030837004405,10,red,H7_,0.05333646616541356,protein-coding
SPAC27E2.14,0.5506607929515418,10,red,H8_,0.04053571428571432,protein-coding
SPAC29A4.22,0.5682819383259912,10,red,H9_,0.02356727574750832,protein-coding
SPAC2H10.04,0.6079295154185022,10,red,H10_,0.022030279503105606,protein-coding
SPAC4F10.22,0.6255506607929515,10,red,H11_,0.014273138832998005,protein-coding
SPAC4H3.17,0.5588235294117647,10,blue,A1_,0.05219298245614031,protein-coding
empty,0.012605042016806706,10,blue,A2_,2.3138888888888904,protein-coding
SPAC57A7.15c,0.5294117647058822,10,blue,A3_,0.04722222222222222,protein-coding
SPAC688.16,0.5336134453781514,10,blue,A4_,0.039041994750656124,protein-coding
SPAC6B12.19,0.07142857142857142,10,blue,A5_,0.6416666666666664,protein-coding
SPAC6F6.19,0.5126050420168067,10,blue,A6_,0.04064207650273221,protein-coding
SPAC922.09,0.5210084033613445,10,blue,A7_,0.03198924731182796,protein-coding
SPBC1604.25,0.2773109243697479,10,blue,A8_,0.09015151515151512,protein-coding
SPBC17D1.17,0.5252100840336134,10,blue,A9_,0.03173333333333333,protein-coding
SPBC18E5.09c,0.44117647058823534,10,blue,A10_,0.16055555555555553,protein-coding
SPBC26H8.16,0.49579831932773105,10,blue,A11_,0.025211864406779628,protein-coding
SPBC2A9.14,0.5420168067226891,10,blue,A12_,0.03074935400516795,protein-coding
SPBC2F12.17,0.5378151260504203,10,blue,B1_,0.03873697916666662,protein-coding
SPBC30D10.21,0.4747899159663866,10,blue,B2_,0.035103244837758105,protein-coding
SPBC32H8.15,0.4705882352941176,10,blue,B3_,0.017708333333333333,protein-coding
SPBC3H7.18,0.004201680672268893,10,blue,B4_,2.9750000000000068,protein-coding
SPBC460.01c,0.453781512605042,10,blue,B5_,0.02754629629629626,protein-coding
SPBC460.02c,0.0,10,blue,B7_,inf,protein-coding
SPBC460.05,0.4705882352941176,10,blue,B8_,0.017708333333333333,protein-coding
SPBC839.20,0.4495798319327731,10,blue,B9_,0.018535825545171334,protein-coding
SPCC1235.18,0.453781512605042,10,blue,B10_,0.018364197530864195,protein-coding
SPBC8D2.23,0.42016806722689076,10,blue,B11_,0.019833333333333328,protein-coding
SPBC8E4.12c,0.4831932773109244,10,blue,B12_,0.0172463768115942,protein-coding
SPCC1235.16,0.008403361344537813,10,blue,C1_,1.4874999999999985,protein-coding
SPCC18.20,0.5252100840336134,10,blue,C2_,0.023799999999999974,protein-coding
SPCC330.21,0.42436974789915966,10,blue,C3_,0.07854785478547853,protein-coding
SPCC4B3.20,0.02100840336134452,10,blue,C4_,0.9916666666666667,protein-coding
SPBC1105.15c,0.48739495798319327,10,blue,C5_,0.017097701149425285,protein-coding
SPCC1235.14,0.0,10,blue,C6_,inf,protein-coding
SPBC27.03,0.49999999999999994,10,blue,C7_,0.008333333333333305,protein-coding
SPBC3H7.15,0.1722689075630252,10,blue,C8_,0.072560975609756,protein-coding
SPAC24B11.09,0.012605042016806706,10,blue,C10_,0.9916666666666667,protein-coding
SPAC17A5.19,0.44537815126050423,10,blue,C11_,0.018710691823899367,protein-coding
SPAC1B2.06,0.546218487394958,10,blue,C12_,0.015256410256410252,protein-coding
SPCC569.09,0.004201680672268893,10,blue,D2_,2.9750000000000068,protein-coding
SPAC25G10.04c,0.5042016806722689,10,blue,D3_,0.016527777777777773,protein-coding
SPBC28F2.07,0.012605042016806706,10,blue,D4_,0.9916666666666667,protein-coding
SPAC977.03,0.4663865546218487,10,blue,D5_,0.017867867867867867,protein-coding
SPCC794.16,0.4789915966386555,10,blue,D6_,0.02609649122807014,protein-coding
SPBC1683.05,0.02941176470588236,10,blue,D7_,0.5666666666666664,protein-coding
SPBC36.02c,0.4663865546218487,10,blue,D8_,0.008933933933933902,protein-coding
SPBC3H7.02,0.453781512605042,10,blue,D9_,0.018364197530864195,protein-coding
SPBC839.16,0.004201680672268893,10,blue,D10_,2.9750000000000068,protein-coding
SPCC1672.11c,0.4033613445378151,10,blue,D11_,0.010329861111111076,protein-coding
SPCC1682.06,0.5378151260504203,10,blue,E1_,0.023242187499999966,protein-coding
SPCC16C4.16c,0.48739495798319327,10,blue,E2_,0.0256465517241379,protein-coding
SPAC3H5.13,0.004201680672268893,10,blue,E3_,2.9750000000000068,protein-coding
SPAPB15E9.06,0.4663865546218487,10,blue,E4_,0.017867867867867867,protein-coding
SPBC32F12.17,0.48739495798319327,10,blue,E6_,0.0256465517241379,protein-coding
SPCC417.16,0.2773109243697479,10,blue,E7_,0.04507575757575751,protein-coding
SPAC11D3.11c,0.44537815126050423,10,blue,E8_,0.009355345911949652,protein-coding
SPAC16E8.18c,0.44537815126050423,10,blue,E9_,0.02806603773584902,protein-coding
SPAC1834.13,0.4663865546218487,10,blue,E10_,0.0,protein-coding
SPAC1952.04c,0.4579831932773109,10,blue,E11_,0.0,protein-coding
SPAC1B3.21,0.5084033613445378,10,blue,E12_,0.016391184573002753,protein-coding
SPAC20G4.09,0.5126050420168067,10,blue,F1_,0.0568989071038251,protein-coding
SPAC23A1.20,0.4747899159663866,10,blue,F2_,0.017551622418879052,protein-coding
SPAC23H4.21,0.4747899159663866,10,blue,F3_,0.017551622418879052,protein-coding
SPAC6B12.18,0.3991596638655462,10,blue,F4_,0.05219298245614031,protein-coding
SPAC926.10,0.4579831932773109,10,blue,F5_,0.018195718654434246,protein-coding
SPBC24C6.13,0.0,10,blue,F6_,inf,protein-coding
SPBC460.04c,0.49159663865546216,10,blue,F7_,0.008475783475783446,protein-coding
SPBC887.22,0.3445378151260504,10,blue,F8_,0.012093495934959307,protein-coding
SPCC1672.14,0.453781512605042,10,blue,F9_,0.009182098765432066,protein-coding
wildtype,0.0,10,blue,F10_,inf,protein-coding
SPBC25H2.18,0.5126050420168067,10,blue,F12_,0.00812841530054642,protein-coding
SPBC460.03,0.5504201680672269,10,blue,G1_,0.10597964376590327,protein-coding
SPBC839.19,0.3025210084033613,10,blue,G2_,0.09641203703703698,protein-coding
SPAC23C4.04c,0.453781512605042,10,blue,G4_,0.018364197530864195,protein-coding
SPAC27E2.12,0.44117647058823534,10,blue,G5_,0.018888888888888882,protein-coding
SPAPB1A10.16,0.4495798319327731,10,blue,G6_,0.018535825545171334,protein-coding
SPCC1393.14,0.0,10,blue,G7_,inf,protein-coding
SPAC2F7.16c,0.3403361344537815,10,blue,G8_,0.024485596707818923,protein-coding
SPAC23A1.17,0.44537815126050423,10,blue,G9_,0.018710691823899367,protein-coding
SPBC16G5.19,0.49999999999999994,10,blue,G10_,0.016666666666666666,protein-coding
SPBC17G9.06c,0.3781512605042017,10,blue,G11_,0.02203703703703703,protein-coding
SPBC685.08,0.5252100840336134,10,blue,G12_,0.007933333333333306,protein-coding
SPBC6B1.12c,0.5546218487394958,10,blue,H2_,0.030050505050505043,protein-coding
SPBC800.14c,0.5378151260504203,10,blue,H3_,0.023242187499999966,protein-coding
SPBP23A10.11c,0.5168067226890756,10,blue,H4_,0.02418699186991867,protein-coding
SPBPB8B6.06c,0.5042016806722689,10,blue,H5_,0.024791666666666635,protein-coding
SPBC211.07c,0.5168067226890756,10,blue,H6_,0.02418699186991867,protein-coding
SPCC16A11.12c,0.49579831932773105,10,blue,H7_,0.025211864406779628,protein-coding
